"Term ID","Term Name","Term Slug",Description,"Parent ID","Parent Name","Parent Slug",Count
1290,M11902,m11902,,,,,1
1291,M11903,m11903,,,,,1
1292,M11905,m11905,,,,,1
1294,M11906,m11906,,,,,2
1295,M11907,m11907,,,,,2
1296,M11908,m11908,,,,,2
1297,M11909,m11909,,,,,2
1298,M11910,m11910,,,,,4
1299,M11911,m11911,,,,,1
1300,M11912,m11912,,,,,1
1302,M11913,m11913,,,,,4
1303,M11914,m11914,,,,,5
1305,M11915,m11915,,,,,4
1306,M11916,m11916,,,,,4
1308,M11917,m11917,,,,,1
1309,M11921,m11921,,,,,6
1310,M11922,m11922,,,,,5
1312,M11923,m11923,,,,,5
1313,M11924,m11924,,,,,5
1314,M11925,m11925,,,,,5
1316,M11926,m11926,,,,,4
1318,M11927,m11927,,,,,5
1320,M11928,m11928,,,,,1
1322,M11929,m11929,,,,,6
1324,M11932,m11932,,,,,1
1325,M11933,m11933,,,,,1
1327,M11934,m11934,,,,,2
1328,M11935,m11935,,,,,2
1329,M11936,m11936,,,,,1
1330,M11937,m11937,,,,,5
1332,M11938,m11938,,,,,4
1334,M11939,m11939,,,,,6
1336,M11940,m11940,,,,,6
1338,M11941,m11941,,,,,6
1340,M11942,m11942,,,,,5
1342,M11943,m11943,,,,,6
1344,M11944,m11944,,,,,7
1345,M11945,m11945,,,,,5
1347,M11946,m11946,,,,,6
1348,M11947,m11947,,,,,4
1349,M11949,m11949,,,,,5
1351,M11952,m11952,,,,,5
1352,M11953,m11953,,,,,4
1354,M11954,m11954,,,,,5
1355,M11955,m11955,,,,,6
1356,M11956,m11956,,,,,4
1357,M11959,m11959,,,,,4
1358,M11960,m11960,,,,,4
1359,M11961,m11961,,,,,4
1361,M11962,m11962,,,,,4
1364,M11963,m11963,,,,,2
1365,M11965,m11965,,,,,1
1366,M11966,m11966,,,,,5
1367,M11970,m11970,,,,,4
1369,M11971,m11971,,,,,7
1371,M11972,m11972,,,,,7
1372,M11973,m11973,,,,,7
1373,M11975,m11975,,,,,4
1374,M11976,m11976,,,,,5
1375,M11977,m11977,,,,,3
1376,M11978,m11978,,,,,3
1377,M11980,m11980,,,,,7
1378,M11982,m11982,,,,,1
1379,M11984,m11984,,,,,3
1380,M11985,m11985,,,,,4
1381,M11986,m11986,,,,,2
1383,M11987,m11987,,,,,3
1385,M11988,m11988,,,,,1
1387,M11989,m11989,,,,,2
1389,M11991,m11991,,,,,2
1391,M11992,m11992,,,,,3
1392,M11993,m11993,,,,,5
1395,M11994,m11994,,,,,5
1396,M11995,m11995,,,,,5
1398,M11996,m11996,,,,,4
1400,M11998,m11998,,,,,4
1401,M11999,m11999,,,,,5
1402,M12000,m12000,,,,,4
1403,M12001,m12001,,,,,1
1404,M12002,m12002,,,,,2
1405,M12004,m12004,,,,,2
1406,M12006,m12006,,,,,2
1407,M12008,m12008,,,,,1
1408,M12009,m12009,,,,,2
1409,M12011,m12011,,,,,1
1410,M12012,m12012,,,,,2
1412,M12014,m12014,,,,,2
1413,M12018,m12018,,,,,1
1414,M12019,m12019,,,,,2
1415,M12021,m12021,,,,,1
1416,M12022,m12022,,,,,3
1417,M12025,m12025,,,,,4
1419,M12028,m12028,,,,,
1420,M12030,m12030,,,,,4
1421,M12034,m12034,,,,,3
1422,M12037,m12037,,,,,1
1424,M12038,m12038,,,,,2
1426,M12040,m12040,,,,,2
1427,M12042,m12042,,,,,1
1429,M12044,m12044,,,,,3
1431,M12048,m12048,,,,,1
1432,M12049,m12049,,,,,1
1433,M12050,m12050,,,,,1
1434,M12051,m12051,,,,,2
1436,M12053,m12053,,,,,1
1437,M12054,m12054,,,,,1
1438,M12055,m12055,,,,,4
1439,M12059,m12059,,,,,5
1440,M12064,m12064,,,,,5
1441,M12068,m12068,,,,,4
1442,M12072,m12072,,,,,1
1444,M12073,m12073,,,,,1
1445,M12074,m12074,,,,,2
1446,M12076,m12076,,,,,1
1447,M12078,m12078,,,,,2
1449,M12080,m12080,,,,,1
1451,M12081,m12081,,,,,2
1453,M12082,m12082,,,,,1
1455,M12083,m12083,,,,,3
1457,M12084,m12084,,,,,1
1459,M12085,m12085,,,,,2
1461,M12086,m12086,,,,,1
1463,M12087,m12087,,,,,5
1464,M12088,m12088,,,,,4
1466,M12089,m12089,,,,,1
1467,M12090,m12090,,,,,2
1468,M12091,m12091,,,,,5
1470,M12092,m12092,,,,,5
1471,M12093,m12093,,,,,5
1472,M12094,m12094,,,,,4
1473,M12095,m12095,,,,,1
1474,M12096,m12096,,,,,6
1475,M12097,m12097,,,,,3
1476,M12098,m12098,,,,,7
1477,M12099,m12099,,,,,4
1478,M12101,m12101,,,,,1
1479,M12102,m12102,,,,,1
1480,M12103,m12103,,,,,1
1481,M12104,m12104,,,,,4
1483,M12105,m12105,,,,,1
1484,M12106,m12106,,,,,2
1485,M12107,m12107,,,,,2
1486,M12109,m12109,,,,,5
1487,M12112,m12112,,,,,
1488,M12113,m12113,,,,,
1489,M12114,m12114,,,,,1
1490,M12115,m12115,,,,,4
1491,M12116,m12116,,,,,
1492,M12117,m12117,,,,,1
1493,M12118,m12118,,,,,2
1494,M12119,m12119,,,,,1
1495,M12120,m12120,,,,,1
1496,M12121,m12121,,,,,1
1497,M12122,m12122,,,,,11
1499,M12124,m12124,,,,,
1501,M12125,m12125,,,,,2
1503,M12127,m12127,,,,,1
1505,M12128,m12128,,,,,1
1506,M12129,m12129,,,,,2
1507,M12130,m12130,,,,,1
1508,M12131,m12131,,,,,
1509,M12132,m12132,,,,,
1510,M12133,m12133,,,,,
1511,M12134,m12134,,,,,
1512,M12135,m12135,,,,,1
1515,M12136,m12136,,,,,1
1516,M12137,m12137,,,,,1
1517,M12138,m12138,,,,,5
1518,M12139,m12139,,,,,5
1519,M12140,m12140,,,,,1
1520,M12141,m12141,,,,,2
1521,M12142,m12142,,,,,1
1523,M12143,m12143,,,,,1
1524,M12144,m12144,,,,,5
1525,M12146,m12146,,,,,1
1526,M12147,m12147,,,,,1
1527,M12148,m12148,,,,,5
1528,M12149,m12149,,,,,2
1529,M12150,m12150,,,,,1
1530,M12153,m12153,,,,,1
1531,M12154,m12154,,,,,8
1533,M12155,m12155,,,,,5
1534,M12156,m12156,,,,,1
1536,M12164,m12164,,,,,1
1537,M12165,m12165,,,,,1
1538,M12166,m12166,,,,,2
1539,M12167,m12167,,,,,3
1540,M12168,m12168,,,,,1
1541,M12171,m12171,,,,,4
1543,M12172,m12172,,,,,1
1545,M12173,m12173,,,,,1
1547,M12174,m12174,,,,,2
1549,M12175,m12175,,,,,1
1550,M12176,m12176,,,,,1
2972,M10003,m10003,,,,,
2974,M10008,m10008,,,,,
2976,M10026,m10026,,,,,
2978,M10027,m10027,,,,,
2981,M10032,m10032,,,,,
2984,M10040,m10040,,,,,
2986,M10048,m10048,,,,,
2988,M10071,m10071,,,,,
2990,M10118,m10118,,,,,
2997,M10123,m10123,,,,,
2999,M10126,m10126,,,,,
3001,M10127,m10127,,,,,
3003,M10137,m10137,,,,,
3005,M10143,m10143,,,,,
3007,M10173,m10173,,,,,
3009,M10180,m10180,,,,,
3011,M10198,m10198,,,,,
3013,M10206,m10206,,,,,
3015,M10213,m10213,,,,,
3017,M10216,m10216,,,,,
3020,M10264,m10264,,,,,
3024,M10265,m10265,,,,,
3027,M10277,m10277,,,,,
3029,M10280,m10280,,,,,
3031,M10281,m10281,,,,,
3033,M10282,m10282,,,,,
3035,M10301,m10301,,,,,
3037,M10316,m10316,,,,,
3039,M10320,m10320,,,,,
3041,M10342,m10342,,,,,
3043,M10347,m10347,,,,,
3045,M10360,m10360,,,,,
3047,M10367,m10367,,,,,
3049,M10375,m10375,,,,,
3051,M10398,m10398,,,,,
3053,M10399,m10399,,,,,
3055,M10401,m10401,,,,,
3057,M10402,m10402,,,,,
3060,M10425,m10425,,,,,
3064,M10452,m10452,,,,,
3067,M10463,m10463,,,,,
3069,M10469,m10469,,,,,
3071,M10473,m10473,,,,,
3073,M10478,m10478,,,,,
3075,M10480,m10480,,,,,
3077,M10485,m10485,,,,,
3080,M10491,m10491,,,,,
3083,M10510,m10510,,,,,
3085,M10512,m10512,,,,,
3087,M10514,m10514,,,,,
3089,M10516,m10516,,,,,
3091,M10518,m10518,,,,,
3093,M10529,m10529,,,,,
3096,M10530,m10530,,,,,
3099,M10533,m10533,,,,,
3101,M10536,m10536,,,,,
3103,M10539,m10539,,,,,
3105,M10541,m10541,,,,,
3107,M10544,m10544,,,,,
3109,M10556,m10556,,,,,
3111,M10559,m10559,,,,,
3113,M10560,m10560,,,,,
3115,M10565,m10565,,,,,
3117,M10567,m10567,,,,,
3121,M10598,m10598,,,,,
3123,M10599,m10599,,,,,
3125,M10600,m10600,,,,,
3127,M10602,m10602,,,,,
3130,M10605,m10605,,,,,
3133,M10612,m10612,,,,,
3135,M10632,m10632,,,,,
3139,M10638,m10638,,,,,
3141,M10644,m10644,,,,,
3143,M10652,m10652,,,,,
3148,M10683,m10683,,,,,
3152,M10684,m10684,,,,,
3155,M10685,m10685,,,,,
3158,M10686,m10686,,,,,
3161,M10694,m10694,,,,,
3165,M10696,m10696,,,,,
3167,M10697,m10697,,,,,
3169,M10698,m10698,,,,,
3171,M10699,m10699,,,,,
3176,M10703,m10703,,,,,
3179,M10704,m10704,,,,,
3181,M10705,m10705,,,,,
3185,M10706,m10706,,,,,
3189,M10713,m10713,,,,,
3191,M10714,m10714,,,,,
3195,M10718,m10718,,,,,
3197,M10719,m10719,,,,,
3199,M10720,m10720,,,,,
3201,M10721,m10721,,,,,
3205,M10730,m10730,,,,,
3207,M11477,m11477,,,,,
3209,M11487,m11487,,,,,
3212,M11506,m11506,,,,,
3215,M11507,m11507,,,,,
3217,M11508,m11508,,,,,
3219,M11509,m11509,,,,,
3221,M11510,m11510,,,,,
3223,M11511,m11511,,,,,
3225,M11512,m11512,,,,,
3227,M11513,m11513,,,,,
3229,M11514,m11514,,,,,
3231,M11516,m11516,,,,,
3233,M11517,m11517,,,,,
3235,M11518,m11518,,,,,
3237,M11520,m11520,,,,,
3239,M11521,m11521,,,,,
3241,M11522,m11522,,,,,
3243,M11523,m11523,,,,,
3245,M11524,m11524,,,,,
3247,M11525,m11525,,,,,
3249,M11526,m11526,,,,,
3251,M11527,m11527,,,,,
3255,M11528,m11528,,,,,
3257,M11529,m11529,,,,,
3259,M11530,m11530,,,,,
3261,M11532,m11532,,,,,
3263,M11533,m11533,,,,,
3265,M11534,m11534,,,,,
3267,M11535,m11535,,,,,
3269,M11536,m11536,,,,,
3271,M11537,m11537,,,,,
3273,M11538,m11538,,,,,
3275,M11541,m11541,,,,,
3277,M11542,m11542,,,,,
3279,M11543,m11543,,,,,
3281,M11546,m11546,,,,,
3283,M11547,m11547,,,,,
3285,M11548,m11548,,,,,
3287,M11549,m11549,,,,,
3289,M11550,m11550,,,,,
3291,M11552,m11552,,,,,
3293,M11554,m11554,,,,,
3296,M11555,m11555,,,,,
3299,M11556,m11556,,,,,
3301,M11557,m11557,,,,,
3304,M11558,m11558,,,,,
3307,M11559,m11559,,,,,
3309,M11560,m11560,,,,,
3311,M11561,m11561,,,,,
3313,M11562,m11562,,,,,
3315,M11563,m11563,,,,,
3317,M11564,m11564,,,,,
3319,M11565,m11565,,,,,
3321,M11566,m11566,,,,,
3323,M11567,m11567,,,,,
3325,M11568,m11568,,,,,
3328,M11569,m11569,,,,,
3332,M11570,m11570,,,,,
3335,M11572,m11572,,,,,
3337,M11573,m11573,,,,,
3339,M11574,m11574,,,,,
3341,M11575,m11575,,,,,
3343,M11576,m11576,,,,,
3345,M11577,m11577,,,,,
3349,M11579,m11579,,,,,
3351,M11580,m11580,,,,,
3353,M11582,m11582,,,,,
3355,M11583,m11583,,,,,
3358,M11584,m11584,,,,,
3361,M11585,m11585,,,,,
3363,M11586,m11586,,,,,
3365,M11587,m11587,,,,,
3368,M11588,m11588,,,,,
3371,M11589,m11589,,,,,
3373,M11592,m11592,,,,,
3375,M11594,m11594,,,,,
3377,M11595,m11595,,,,,
3379,M11596,m11596,,,,,
3381,M11597,m11597,,,,,
3383,M11598,m11598,,,,,
3385,M11599,m11599,,,,,
3387,M11600,m11600,,,,,
3391,M11601,m11601,,,,,
3395,M11602,m11602,,,,,
3399,M11603,m11603,,,,,
3404,M11604,m11604,,,,,
3407,M11605,m11605,,,,,
3409,M11606,m11606,,,,,
3411,M11607,m11607,,,,,
3413,M11608,m11608,,,,,
3415,M11609,m11609,,,,,
3417,M11610,m11610,,,,,
3422,M11611,m11611,,,,,
3425,M11612,m11612,,,,,
3427,M11618,m11618,,,,,
3429,M11635,m11635,,,,,
3431,M11640,m11640,,,,,
3433,M11641,m11641,,,,,
3435,M11643,m11643,,,,,
3437,M11644,m11644,,,,,
3439,M11645,m11645,,,,,
3441,M11646,m11646,,,,,
3443,M11647,m11647,,,,,
3445,M11648,m11648,,,,,
3447,M11650,m11650,,,,,
3449,M11651,m11651,,,,,
3451,M11652,m11652,,,,,
3454,M11654,m11654,,,,,
3457,M11657,m11657,,,,,
3459,M11697,m11697,,,,,
3461,M11750,m11750,,,,,
3463,M11751,m11751,,,,,
3465,M11752,m11752,,,,,
3467,M11754,m11754,,,,,
3469,M11759,m11759,,,,,
3472,M11771,m11771,,,,,1
3477,M11774,m11774,,,,,
3479,M11777,m11777,,,,,
3481,M11796,m11796,,,,,
3483,M11801,m11801,,,,,
3486,M11806,m11806,,,,,
3489,M11846,m11846,,,,,
3491,M11888,m11888,,,,,
3493,M12157,m12157,,,,,2
3495,M12158,m12158,,,,,2
3497,M12159,m12159,,,,,2
3499,M12160,m12160,,,,,1
3501,M12161,m12161,,,,,1
3503,M12162,m12162,,,,,1
3505,M12163,m12163,,,,,2
3509,M12177,m12177,,,,,1
3511,M12178,m12178,,,,,1
3513,M12179,m12179,,,,,1
3515,M12180,m12180,,,,,2
3517,M12181,m12181,,,,,1
3519,M12183,m12183,,,,,4
3521,M12184,m12184,,,,,
3523,M12185,m12185,,,,,1
3525,M12186,m12186,,,,,2
3527,M12187,m12187,,,,,3
3529,M12188,m12188,,,,,3
3531,M12189,m12189,,,,,
3534,M12191,m12191,,,,,2
3538,M12192,m12192,,,,,4
3541,M12193,m12193,,,,,1
3543,M12194,m12194,,,,,1
3545,M12195,m12195,,,,,2
3549,M12196,m12196,,,,,4
3551,M12197,m12197,,,,,3
3553,M12198,m12198,,,,,4
3555,M12199,m12199,,,,,3
3557,M12200,m12200,,,,,3
3559,M12201,m12201,,,,,3
3561,M12202,m12202,,,,,1
3565,M12203,m12203,,,,,10
3567,M12204,m12204,,,,,9
3569,M12205,m12205,,,,,10
3571,M12206,m12206,,,,,10
3573,M12207,m12207,,,,,2
3575,M12209,m12209,,,,,2
3577,M12211,m12211,,,,,
3580,M12214,m12214,,,,,3
3583,M12215,m12215,,,,,3
3585,M12217,m12217,,,,,5
3587,M12218,m12218,,,,,6
3589,M12219,m12219,,,,,7
3591,M12220,m12220,,,,,1
3593,M12221,m12221,,,,,3
3595,M12222,m12222,,,,,2
3597,M12223,m12223,,,,,2
3599,M12224,m12224,,,,,1
3601,M12225,m12225,,,,,
3603,M12226,m12226,,,,,1
3605,M12227,m12227,,,,,2
3607,M12228,m12228,,,,,3
3611,M12229,m12229,,,,,1
3613,M12230,m12230,,,,,1
3615,M12231,m12231,,,,,2
3617,M12232,m12232,,,,,3
3619,M12235,m12235,,,,,1
3621,M12236,m12236,,,,,6
3624,M12237,m12237,,,,,1
3627,M12238,m12238,,,,,5
3629,M12239,m12239,,,,,1
3631,M12240,m12240,,,,,1
3634,M12243,m12243,,,,,1
3638,M12245,m12245,,,,,1
3641,M12246,m12246,,,,,1
3643,M12247,m12247,,,,,4
3645,M12249,m12249,,,,,1
3648,M12250,m12250,,,,,3
3651,M12251,m12251,,,,,3
3653,M12252,m12252,,,,,2
3655,M12253,m12253,,,,,4
3657,M12255,m12255,,,,,3
3661,M12258,m12258,,,,,2
3663,M12259,m12259,,,,,2
3665,M12260,m12260,,,,,2
3667,M12261,m12261,,,,,2
3669,M12262,m12262,,,,,4
3673,M12266,m12266,,,,,3
3675,M12267,m12267,,,,,2
3677,M12270,m12270,,,,,1
3686,M12272,m12272,,,,,1
3688,M12279,m12279,,,,,3
3690,M12311,m12311,,,,,9
3692,M12317,m12317,,,,,1
3698,M12343,m12343,,,,,4
3701,M5852075,m5852075,,,,,3
3703,M102065,m102065,,,,,2
3705,M1846075,m1846075,,,,,3
3707,MB652075,mb652075,,,,,3
3709,M101105,m101105,,,,,2
3711,M7053015,m7053015,,,,,4
3713,M8653436,m8653436,,,,,7
3715,MR452036,mr452036,,,,,2
3717,M7053075,m7053075,,,,,2
3719,M7152175,m7152175,,,,,3
3721,MJ453075,mj453075,,,,,4
3723,M7040015,m7040015,,,,,4
3725,M8645436,m8645436,,,,,8
3727,MR441036,mr441036,,,,,3
3729,M7040075,m7040075,,,,,2
3731,M7042075,m7042075,,,,,1
3733,MQ440075,mq440075,,,,,5
3735,M7140175,m7140175,,,,,1
3737,MA640075,ma640075,,,,,7
3739,MA639075,ma639075,,,,,3
3741,MA642075,ma642075,,,,,5
3743,MP643075,mp643075,,,,,4
3745,M7180375,m7180375,,,,,1
3747,MH340075,mh340075,,,,,11
3750,MQ340075,mq340075,,,,,9
3752,MQ341075,mq341075,,,,,9
3755,M12304,m12304,,,,,3
3758,M12328,m12328,,,,,2
3761,M12325,m12325,,,,,3
3764,M8661336,m8661336,,,,,8
3766,M866203P,m866203p,,,,,7
3768,M8646036,m8646036,,,,,7
3770,MR447036,mr447036,,,,,1
3772,MQ446075,mq446075,,,,,4
3774,M8646075,m8646075,,,,,1
3776,MQ245075,mq245075,,,,,5
3778,M12326,m12326,,,,,3
3780,MU952075,mu952075,,,,,3
3782,M7176075,m7176075,,,,,3
3784,M7175075,m7175075,,,,,3
3786,M7168075,m7168075,,,,,3
3788,M7170075,m7170075,,,,,1
3790,M7102075,m7102075,,,,,2
3792,M7160075,m7160075,,,,,3
3794,M7176375,m7176375,,,,,3
3796,M7167575,m7167575,,,,,2
3798,M7148175,m7148175,,,,,3
3800,M7189075,m7189075,,,,,2
3802,M7150075,m7150075,,,,,4
3804,M7162075,m7162075,,,,,3
3806,M7172075,m7172075,,,,,2
3808,M7173075,m7173075,,,,,2
3810,M7185075,m7185075,,,,,3
3812,M7150175,m7150175,,,,,3
3814,M7188075,m7188075,,,,,2
3816,M7166075,m7166075,,,,,2
3818,M7130075,m7130075,,,,,3
3820,MU472075,mu472075,,,,,7
3822,ME248075,me248075,,,,,7
3824,MN725075,mn725075,,,,,8
3826,MU345075,mu345075,,,,,6
3828,MU471075,mu471075,,,,,3
3830,MQ246075,mq246075,,,,,2
3832,MU453075,mu453075,,,,,2
3834,MU440075,mu440075,,,,,3
3836,MU446075,mu446075,,,,,4
3838,M5882075,m5882075,,,,,3
3840,ME240075,me240075,,,,,12
3842,MA637075,ma637075,,,,,6
3844,M12336,m12336,,,,,4
3846,M12345,m12345,,,,,1
3851,M12348,m12348,,,,,1
3854,M12350,m12350,,,,,1
3856,M12351,m12351,,,,,1
3858,MN440075,mn440075,,,,,5
3860,MN456075,mn456075,,,,,3
3862,MU942075,mu942075,,,,,2
3865,M12352,m12352,,,,,1
3868,M12353,m12353,,,,,3
3870,M12275,m12275,,,,,
3872,M100705,m100705,,,,,2
3874,MG758075,mg758075,,,,,3
3876,MD82405,md82405,,,,,1
3878,M862203P,m862203p,,,,,7
3880,M12285,m12285,,,,,2
3882,M12288,m12288,,,,,2
3884,M12302,m12302,,,,,4
3886,M12306,m12306,,,,,4
3888,M12322,m12322,,,,,3
3890,M12323,m12323,,,,,1
3892,M12324,m12324,,,,,2
3894,M12327,m12327,,,,,4
3897,M12329,m12329,,,,,1
3900,M304003P,m304003p,,,,,4
3902,M388203P,m388203p,,,,,1
3904,M3079236,m3079236,,,,,1
3906,M7182475,m7182475,,,,,3
3908,MU360075,mu360075,,,,,3
3910,MA650037,ma650037,,,,,3
3912,MU757075,mu757075,,,,,1
3914,ME250019,me250019,,,,,4
3916,M5141,m5141,,,,,8
3918,M4852075,m4852075,,,,,2
3920,MA671034,ma671034,,,,,1
3922,M12287,m12287,,,,,3
3924,M12321,m12321,,,,,2
3926,M12330,m12330,,,,,1
3928,M12331,m12331,,,,,1
3931,M12355,m12355,,,,,2
3934,M12356,m12356,,,,,1
3936,M12357,m12357,,,,,1
3938,M12359,m12359,,,,,1
3940,M12360,m12360,,,,,1
3942,M5809375,m5809375,,,,,1
3944,MQ450075,mq450075,,,,,3
3946,MS740075,ms740075,,,,,4
3948,MS745075,ms745075,,,,,7
3950,MS752075,ms752075,,,,,4
3952,MS757075,ms757075,,,,,5
3954,MS75203,ms75203,,,,,4
3956,MS740019,ms740019,,,,,5
3958,MS757019,ms757019,,,,,5
3960,MS741075,ms741075,,,,,2
3962,MS751075,ms751075,,,,,3
3964,M1009315,m1009315,,,,,1
3966,M12307,m12307,,,,,1
3970,MH377075,mh377075,,,,,6
3972,MA677075,ma677075,,,,,2
3974,MA662075,ma662075,,,,,5
3976,M1443015,m1443015,,,,,2
3978,M1440075,m1440075,,,,,4
3980,MS868015,ms868015,,,,,1
3982,ME220075,me220075,,,,,2
3984,M4852015,m4852015,,,,,1
3986,M7058015,m7058015,,,,,5
3988,M4840075,m4840075,,,,,1
3990,M12318,m12318,,,,,2
3992,M12369,m12369,,,,,1
3994,MD80105,md80105,,,,,1
3996,M101505,m101505,,,,,1
3998,M102005,m102005,,,,,1
4000,M102063,m102063,,,,,2
4002,M102245,m102245,,,,,5
4004,M100105,m100105,,,,,6
4008,MD81225,md81225,,,,,3
4010,MD82105,md82105,,,,,1
4012,M101225,m101225,,,,,2
4014,M3843036,m3843036,,,,,3
4016,M3841036,m3841036,,,,,2
4018,M3858536,m3858536,,,,,1
4020,M12370,m12370,,,,,1
4022,M100105T,m100105t,,,,,3
4024,M107315,m107315,,,,,1
4026,M3044436,m3044436,,,,,1
4028,M3859015,m3859015,,,,,14
4030,M12333,m12333,,,,,11
4032,MB149075,mb149075,,,,,1
4034,M3052636,m3052636,,,,,4
4036,MR150075,mr150075,,,,,2
4038,M107405,m107405,,,,,2
4040,M1001115,m1001115,,,,,2
4042,M1011215,m1011215,,,,,1
4044,M1012215,m1012215,,,,,3
4046,M1073115,m1073115,,,,,1
4048,M100743,m100743,,,,,1
4050,M3852536,m3852536,,,,,2
4052,MA652075,ma652075,,,,,7
4054,M8665036,m8665036,,,,,10
4056,M12312,m12312,,,,,1
4058,M5171,m5171,,,,,5
4060,M3859075,m3859075,,,,,1
4062,MH60113,mh60113,,,,,4
4064,MH62393,mh62393,,,,,3
4066,M12281,m12281,,,,,2
4068,MB658175,mb658175,,,,,2
4070,MB660075,mb660075,,,,,7
4072,MU352075,mu352075,,,,,4
4074,MA646075,ma646075,,,,,5
4076,MR852075,mr852075,,,,,1
4078,MR854075,mr854075,,,,,2
4080,M12378,m12378,,,,,1
4082,M12379,m12379,,,,,1
4084,M12380,m12380,,,,,1
4086,M12381,m12381,,,,,1
4088,M8252075,m8252075,,,,,3
4090,M3046015,m3046015,,,,,1
4092,ML712076,ml712076,,,,,1
4094,M12347,m12347,,,,,1
4096,M3058636,m3058636,,,,,2
4098,MR460036,mr460036,,,,,1
4100,M12372,m12372,,,,,1
4104,M12382,m12382,,,,,1
4106,M12383,m12383,,,,,1
4108,M12384,m12384,,,,,1
4112,M12385,m12385,,,,,1
4116,M12387,m12387,,,,,2
4119,MD82025,md82025,,,,,5
4121,MR459036,mr459036,,,,,1
4123,M101965,m101965,,,,,2
4125,M102035,m102035,,,,,2
4127,M3882536,m3882536,,,,,1
4129,M12282,m12282,,,,,2
4131,M8240075,m8240075,,,,,4
4133,M8249075,m8249075,,,,,1
4135,M8258075,m8258075,,,,,1
4137,M8274075,m8274075,,,,,2
4139,ME242075,me242075,,,,,4
4141,MA671075,ma671075,,,,,1
4143,ML767075,ml767075,,,,,7
4145,M12388,m12388,,,,,1
4149,M12390,m12390,,,,,1
4153,MH140075,mh140075,,,,,1
4155,M12273,m12273,,,,,2
4157,MH152075,mh152075,,,,,1
4159,MH159075,mh159075,,,,,1
4161,M12286,m12286,,,,,1
4163,M12319,m12319,,,,,1
4166,M12363,m12363,,,,,1
4169,M12364,m12364,,,,,1
4171,M12373,m12373,,,,,1
4173,M12374,m12374,,,,,1
4176,M12313,m12313,,,,,1
4177,M12314,m12314,,,,,1
4178,M8630036,m8630036,,,,,7
4182,M12391,m12391,,,,,1
4184,M12392,m12392,,,,,3
4186,M12393,m12393,,,,,3
4188,MT940075,mt940075,,,,,2
4194,5121,5121,,,,,7
4197,5128,5128,,,,,4
4199,5129,5129,,,,,1
4202,5155,5155,,,,,3
4205,5363,5363,,,,,2
4207,54542,54542,,,,,5
4210,70656,70656,,,,,2
4213,72424,72424,,,,,5
4215,ML742075,ml742075,,,,,9
4217,ML752075,ml752075,,,,,10
4219,ML773075,ml773075,,,,,7
4221,ML774075,ml774075,,,,,9
4223,ML77607C,ml77607c,,,,,7
4225,ML737075,ml737075,,,,,4
4227,ML75207C,ml75207c,,,,,5
4229,ML741075,ml741075,,,,,1
4231,ML769075,ml769075,,,,,1
4233,ML778075,ml778075,,,,,1
4235,M5061C,m5061c,,,,,4
4237,M12284,m12284,,,,,1
4239,M12504,m12504,,,,,6
4243,M12506,m12506,,,,,6
4247,M12508,m12508,,,,,6
4249,5092,5092,,,,,7
4253,70015,70015,,,,,1
4255,M6582275,m6582275,,,,,1
4257,M6582875,m6582875,,,,,1
4259,M6583975,m6583975,,,,,1
4261,M6585475,m6585475,,,,,1
4263,M6588775,m6588775,,,,,1
4265,M6589875,m6589875,,,,,1
4267,M6591375,m6591375,,,,,1
4269,M6591675,m6591675,,,,,1
4271,M6595875,m6595875,,,,,1
4273,MD621075,md621075,,,,,3
4275,MD640075,md640075,,,,,1
4277,MD646075,md646075,,,,,1
4279,MD674075,md674075,,,,,1
4281,M1021415,m1021415,,,,,2
4283,M1008215,m1008215,,,,,1
4285,M1015015,m1015015,,,,,2
4287,M1020815,m1020815,,,,,1
4289,M1021715,m1021715,,,,,1
4291,M1022515,m1022515,,,,,1
4293,M1074115,m1074115,,,,,2
4295,MQ353075,mq353075,,,,,10
4298,5624,5624,,,,,5
4301,5803,5803,,,,,1
4303,5871,5871,,,,,6
4305,6755,6755,,,,,6
4307,6760,6760,,,,,5
4309,70008,70008,,,,,12
4311,70009,70009,,,,,3
4313,70011,70011,,,,,7
4315,70013,70013,,,,,6
4317,70160,70160,,,,,6
4319,70161,70161,,,,,4
4321,70163,70163,,,,,5
4323,70391,70391,,,,,4
4327,71182,71182,,,,,1
4329,71187,71187,,,,,1
4331,71563,71563,,,,,1
4333,71564,71564,,,,,1
4335,72166,72166,,,,,4
4337,72317,72317,,,,,1
4339,M101415,m101415,,,,,1
4341,M102105T,m102105t,,,,,2
4343,M100915,m100915,,,,,2
4345,M101035,m101035,,,,,1
4347,M101405,m101405,,,,,2
4349,M102105,m102105,,,,,7
4351,M102455,m102455,,,,,2
4353,M103725,m103725,,,,,1
4355,M101503,m101503,,,,,1
4357,M102245T,m102245t,,,,,1
4359,M102013,m102013,,,,,1
4361,M5918,m5918,,,,,1
4363,M5916,m5916,,,,,2
4365,5030,5030,,,,,1
4367,72057,72057,,,,,5
4369,72058,72058,,,,,4
4371,MQ450037,mq450037,,,,,3
4373,MQ472037,mq472037,,,,,3
4375,MA642037,ma642037,,,,,3
4377,MQ164075,mq164075,,,,,1
4379,M102143,m102143,,,,,3
4381,M102153,m102153,,,,,1
4383,M102243,m102243,,,,,1
4385,MA650175,ma650175,,,,,4
4387,MQ459075,mq459075,,,,,4
4389,ME253075,me253075,,,,,2
